park_id,park_name,province,fiscal_year,calendar_year,month,thai_visitors,foreign_visitors,total_visitors,source_name,source_url,retrieved_at,schema_version,avg_temperature_2m_c,avg_relative_humidity_pct,total_precipitation_mm,avg_wind_speed_10m_kmh,weather_observations,pm25_max_ug_m3,pm25_exceed_days,hotspot_count
huai_nam_dang,ห้วยน้ำดัง,เชียงใหม่,2561,2018,2,,,23563,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037660+00:00,1.0,17.29,58.095,2.8,5.489,672,,,
huai_nam_dang,ห้วยน้ำดัง,เชียงใหม่,2561,2018,3,,,30793,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037663+00:00,1.0,19.371,56.626,13.5,5.672,744,,,
huai_nam_dang,ห้วยน้ำดัง,เชียงใหม่,2561,2018,4,,,38305,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037665+00:00,1.0,19.779,70.283,50.0,5.316,720,,,
huai_nam_dang,ห้วยน้ำดัง,เชียงใหม่,2561,2018,5,,,20525,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037668+00:00,1.0,19.875,80.773,156.7,5.569,744,,,
huai_nam_dang,ห้วยน้ำดัง,เชียงใหม่,2561,2018,6,,,12170,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037670+00:00,1.0,19.012,90.289,309.4,6.874,720,,,
huai_nam_dang,ห้วยน้ำดัง,เชียงใหม่,2561,2018,7,,,16875,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037673+00:00,1.0,19.006,90.206,279.3,6.943,744,,,
huai_nam_dang,ห้วยน้ำดัง,เชียงใหม่,2561,2018,8,,,15644,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037675+00:00,1.0,18.659,91.421,383.5,6.269,744,,,
huai_nam_dang,ห้วยน้ำดัง,เชียงใหม่,2561,2018,9,,,14112,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037678+00:00,1.0,19.254,87.872,164.3,4.176,720,,,
doi_suthep_pui,ดอยสุเทพ-ปุย,เชียงใหม่,2561,2017,10,,,3407,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037686+00:00,1.0,20.497,88.54,261.1,3.185,744,,,
doi_suthep_pui,ดอยสุเทพ-ปุย,เชียงใหม่,2561,2017,11,,,3368,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037689+00:00,1.0,19.627,81.924,62.8,3.964,720,,,
doi_suthep_pui,ดอยสุเทพ-ปุย,เชียงใหม่,2561,2017,12,,,10752,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037691+00:00,1.0,17.46,77.122,42.3,3.868,744,,,
doi_suthep_pui,ดอยสุเทพ-ปุย,เชียงใหม่,2561,2018,1,,,5866,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037693+00:00,1.0,17.872,73.823,21.6,3.537,744,,,
doi_suthep_pui,ดอยสุเทพ-ปุย,เชียงใหม่,2561,2018,2,,,2473,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037696+00:00,1.0,20.103,59.927,6.6,4.47,672,,,
doi_suthep_pui,ดอยสุเทพ-ปุย,เชียงใหม่,2561,2018,3,,,1996,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037699+00:00,1.0,22.131,57.042,13.9,4.46,744,,,
doi_suthep_pui,ดอยสุเทพ-ปุย,เชียงใหม่,2561,2018,4,,,3027,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037709+00:00,1.0,22.156,71.246,66.4,4.128,720,,,
doi_suthep_pui,ดอยสุเทพ-ปุย,เชียงใหม่,2561,2018,5,,,1508,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037711+00:00,1.0,22.061,82.374,218.9,3.727,744,,,
doi_suthep_pui,ดอยสุเทพ-ปุย,เชียงใหม่,2561,2018,6,,,998,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037714+00:00,1.0,21.435,90.196,300.9,3.767,720,,,
doi_suthep_pui,ดอยสุเทพ-ปุย,เชียงใหม่,2561,2018,7,,,1627,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037717+00:00,1.0,21.4,91.066,334.3,3.263,744,,,
doi_suthep_pui,ดอยสุเทพ-ปุย,เชียงใหม่,2561,2018,8,,,1033,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037719+00:00,1.0,20.933,92.095,509.3,3.313,744,,,
doi_suthep_pui,ดอยสุเทพ-ปุย,เชียงใหม่,2561,2018,9,,,1170,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037721+00:00,1.0,21.744,86.571,197.3,3.36,720,,,
ob_luang,ออบหลวง,เชียงใหม่,2561,2017,10,,,7448,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037730+00:00,1.0,21.912,91.788,432.9,4.39,744,,,
ob_luang,ออบหลวง,เชียงใหม่,2561,2017,11,,,4004,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037732+00:00,1.0,20.859,86.304,55.0,4.858,720,,,
ob_luang,ออบหลวง,เชียงใหม่,2561,2017,12,,,7421,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037735+00:00,1.0,18.742,79.864,14.8,5.673,744,,,
ob_luang,ออบหลวง,เชียงใหม่,2561,2018,1,,,6449,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037737+00:00,1.0,18.968,76.007,6.7,5.76,744,,,
ob_luang,ออบหลวง,เชียงใหม่,2561,2018,2,,,5188,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037740+00:00,1.0,20.329,64.156,4.6,5.637,672,,,
ob_luang,ออบหลวง,เชียงใหม่,2561,2018,3,,,8364,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037742+00:00,1.0,22.411,62.23,10.6,6.178,744,,,
ob_luang,ออบหลวง,เชียงใหม่,2561,2018,4,,,12633,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037745+00:00,1.0,23.828,70.307,88.6,5.628,720,,,
ob_luang,ออบหลวง,เชียงใหม่,2561,2018,5,,,8281,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037747+00:00,1.0,23.503,84.531,289.8,4.938,744,,,
ob_luang,ออบหลวง,เชียงใหม่,2561,2018,6,,,4611,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037749+00:00,1.0,22.858,89.04,320.5,6.867,720,,,
ob_luang,ออบหลวง,เชียงใหม่,2561,2018,7,,,3812,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037754+00:00,1.0,22.723,88.688,255.0,9.021,744,,,
ob_luang,ออบหลวง,เชียงใหม่,2561,2018,8,,,3789,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037757+00:00,1.0,22.487,89.358,305.9,7.89,744,,,
ob_luang,ออบหลวง,เชียงใหม่,2561,2018,9,,,3643,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037761+00:00,1.0,23.003,88.558,154.1,5.461,720,,,
sri_lanna,ศรีลานนา,เชียงใหม่,2561,2017,10,,,124,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037769+00:00,1.0,24.097,88.276,266.1,3.703,744,,,
sri_lanna,ศรีลานนา,เชียงใหม่,2561,2017,11,,,118,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037772+00:00,1.0,22.774,84.082,83.1,5.034,720,,,
sri_lanna,ศรีลานนา,เชียงใหม่,2561,2017,12,,,463,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037775+00:00,1.0,20.316,80.376,53.4,5.6,744,,,
sri_lanna,ศรีลานนา,เชียงใหม่,2561,2018,1,,,279,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037777+00:00,1.0,20.624,76.398,17.6,4.703,744,,,
sri_lanna,ศรีลานนา,เชียงใหม่,2561,2018,2,,,516,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037780+00:00,1.0,23.091,62.812,1.4,5.396,672,,,
sri_lanna,ศรีลานนา,เชียงใหม่,2561,2018,3,,,102,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037782+00:00,1.0,25.465,58.324,16.8,5.271,744,,,
sri_lanna,ศรีลานนา,เชียงใหม่,2561,2018,4,,,131,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037785+00:00,1.0,26.201,68.326,56.6,4.964,720,,,
sri_lanna,ศรีลานนา,เชียงใหม่,2561,2018,5,,,56,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037787+00:00,1.0,25.781,80.651,189.7,4.292,744,,,
sri_lanna,ศรีลานนา,เชียงใหม่,2561,2018,6,,,76,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037790+00:00,1.0,25.043,88.01,324.0,5.076,720,,,
sri_lanna,ศรีลานนา,เชียงใหม่,2561,2018,7,,,55,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037792+00:00,1.0,24.914,88.552,331.9,4.909,744,,,
sri_lanna,ศรีลานนา,เชียงใหม่,2561,2018,8,,,55,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037795+00:00,1.0,24.451,89.763,471.4,5.015,744,,,
sri_lanna,ศรีลานนา,เชียงใหม่,2561,2018,9,,,58,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037797+00:00,1.0,25.251,86.999,226.5,3.649,720,,,
mae_takhrai,แม่ตะไคร้,เชียงใหม่,2561,2017,10,,,28,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037820+00:00,1.0,24.46,84.226,180.8,3.386,744,,,
mae_takhrai,แม่ตะไคร้,เชียงใหม่,2561,2017,11,,,52,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037823+00:00,1.0,23.005,81.81,68.9,4.057,720,,,
mae_takhrai,แม่ตะไคร้,เชียงใหม่,2561,2017,12,,,405,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037826+00:00,1.0,20.631,77.595,62.1,4.217,744,,,
mae_takhrai,แม่ตะไคร้,เชียงใหม่,2561,2018,1,,,248,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037828+00:00,1.0,21.3,71.32,11.9,4.372,744,,,
mae_takhrai,แม่ตะไคร้,เชียงใหม่,2561,2018,2,,,45,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037831+00:00,1.0,23.185,62.882,3.7,5.578,672,,,
mae_takhrai,แม่ตะไคร้,เชียงใหม่,2561,2018,3,,,18,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037833+00:00,1.0,25.761,55.843,16.8,5.469,744,,,
mae_takhrai,แม่ตะไคร้,เชียงใหม่,2561,2018,4,,,148,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037836+00:00,1.0,26.914,63.453,44.9,5.39,720,,,
mae_takhrai,แม่ตะไคร้,เชียงใหม่,2561,2018,5,,,19,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037838+00:00,1.0,26.572,74.964,155.5,4.756,744,,,
mae_takhrai,แม่ตะไคร้,เชียงใหม่,2561,2018,6,,,27,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037840+00:00,1.0,26.058,79.947,172.6,5.73,720,,,
mae_takhrai,แม่ตะไคร้,เชียงใหม่,2561,2018,7,,,39,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037843+00:00,1.0,25.799,80.547,167.5,4.876,744,,,
mae_takhrai,แม่ตะไคร้,เชียงใหม่,2561,2018,8,,,45,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037845+00:00,1.0,25.192,83.422,298.7,4.704,744,,,
mae_takhrai,แม่ตะไคร้,เชียงใหม่,2561,2018,9,,,8,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037848+00:00,1.0,25.714,81.424,153.7,4.017,720,,,
khun_khan,ขุนขาน,เชียงใหม่,2561,2017,10,,,7019,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037856+00:00,1.0,21.562,91.665,330.0,4.116,744,,,
khun_khan,ขุนขาน,เชียงใหม่,2561,2017,11,,,6889,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037859+00:00,1.0,20.316,87.122,102.8,4.721,720,,,
khun_khan,ขุนขาน,เชียงใหม่,2561,2017,12,,,19189,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037862+00:00,1.0,17.897,84.0,46.8,4.973,744,,,
khun_khan,ขุนขาน,เชียงใหม่,2561,2018,1,,,16242,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037864+00:00,1.0,17.907,81.618,19.2,5.645,744,,,
khun_khan,ขุนขาน,เชียงใหม่,2561,2018,2,,,5959,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037867+00:00,1.0,19.529,67.003,1.3,6.246,672,,,
khun_khan,ขุนขาน,เชียงใหม่,2561,2018,3,,,4308,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037869+00:00,1.0,21.627,65.79,11.5,5.942,744,,,
khun_khan,ขุนขาน,เชียงใหม่,2561,2018,4,,,4848,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037872+00:00,1.0,23.14,73.544,59.1,5.421,720,,,
khun_khan,ขุนขาน,เชียงใหม่,2561,2018,5,,,3291,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037874+00:00,1.0,23.052,86.114,234.6,4.768,744,,,
khun_khan,ขุนขาน,เชียงใหม่,2561,2018,6,,,2754,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037877+00:00,1.0,22.868,90.86,344.6,4.872,720,,,
khun_khan,ขุนขาน,เชียงใหม่,2561,2018,7,,,4178,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037881+00:00,1.0,23.245,86.999,291.3,5.851,744,,,
khun_khan,ขุนขาน,เชียงใหม่,2561,2018,8,,,4118,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037884+00:00,1.0,22.749,89.762,484.7,5.387,744,,,
khun_khan,ขุนขาน,เชียงใหม่,2561,2018,9,,,3805,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037886+00:00,1.0,22.855,88.846,170.0,4.799,720,,,
mae_wang,แม่วาง,เชียงใหม่,2561,2017,10,,,0,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037896+00:00,1.0,23.351,85.462,266.7,3.087,744,,,
mae_wang,แม่วาง,เชียงใหม่,2561,2017,11,,,0,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037899+00:00,1.0,22.261,79.947,51.7,3.553,720,,,
mae_wang,แม่วาง,เชียงใหม่,2561,2017,12,,,0,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037901+00:00,1.0,19.97,75.821,20.2,3.693,744,,,
mae_wang,แม่วาง,เชียงใหม่,2561,2018,1,,,12140,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037906+00:00,1.0,19.828,74.267,30.2,3.864,744,,,
mae_wang,แม่วาง,เชียงใหม่,2561,2018,2,,,10610,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037909+00:00,1.0,21.175,62.188,1.5,4.285,672,,,
mae_wang,แม่วาง,เชียงใหม่,2561,2018,3,,,14165,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037911+00:00,1.0,23.42,58.88,4.1,4.394,744,,,
mae_wang,แม่วาง,เชียงใหม่,2561,2018,4,,,21712,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037914+00:00,1.0,25.039,67.771,26.2,4.556,720,,,
mae_wang,แม่วาง,เชียงใหม่,2561,2018,5,,,0,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037916+00:00,1.0,25.036,78.552,151.4,3.82,744,,,
mae_wang,แม่วาง,เชียงใหม่,2561,2018,6,,,6979,dnp_tourism,https://catalog.dnp.go.th/dataset/91d66c6a-5b88-41ee-8597-11be8aec5aa6/resource/be300299-f9a3-4eac-b558-0c088dd77a64/download/tourism59-68.csv,2026-09-16T11:38:42.037918+00:00,1.0,24.684,84.229,226.6,4.77,720,,,
