park_id,calendar_year,month,avg_temperature_2m_c,avg_relative_humidity_pct,total_precipitation_mm,avg_wind_speed_10m_kmh,weather_observations,source_name,retrieved_at,schema_version
doi_pha_hom_pok,2017,11,21.65,78.037,58.5,3.439,720,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2017,12,18.915,74.894,59.8,3.634,744,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2018,1,18.814,76.148,77.1,3.639,744,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2018,2,20.804,64.176,1.1,4.333,672,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2018,3,23.259,60.938,19.6,4.345,744,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2018,4,24.549,68.279,59.4,4.32,720,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2018,5,25.008,77.481,199.6,3.958,744,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2018,6,24.55,85.119,282.6,4.124,720,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2018,7,24.888,83.19,257.4,4.292,744,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2018,8,24.301,85.569,350.2,4.044,744,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2018,9,24.526,82.287,157.3,3.442,720,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2018,10,23.288,82.556,91.5,3.05,744,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2018,11,21.713,73.901,34.5,3.397,720,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2018,12,20.436,78.108,87.3,3.289,744,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2019,1,19.446,75.883,100.3,3.316,744,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2019,2,22.037,57.93,0.3,4.514,672,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2019,3,24.614,48.425,0.4,5.021,744,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2019,4,28.046,45.49,0.2,5.205,720,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2019,5,28.749,59.206,94.5,4.944,744,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2019,6,26.331,78.804,174.2,4.889,720,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2019,7,25.537,80.434,190.5,4.878,744,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2019,8,24.926,83.797,304.4,4.138,744,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2019,9,24.744,76.542,105.6,3.919,720,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2019,10,24.793,74.196,52.7,3.465,744,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2019,11,22.974,70.315,22.1,3.532,720,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2019,12,19.269,64.988,28.8,3.986,744,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2020,1,20.228,65.184,1.6,3.762,744,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2020,2,21.75,58.675,4.6,4.342,696,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2020,3,26.046,41.406,0.0,5.452,744,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2020,4,27.337,47.188,101.0,5.229,720,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2020,5,27.834,65.726,110.5,4.556,744,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2020,6,26.084,80.001,227.1,4.071,720,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2020,7,25.688,81.852,289.3,3.62,744,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2020,8,24.682,86.285,474.3,3.551,744,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2020,9,25.129,83.082,302.1,3.494,720,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2020,10,23.551,74.812,65.0,4.753,744,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2020,11,22.697,69.096,27.6,4.085,720,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2020,12,19.791,69.987,9.9,3.796,744,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2021,1,19.09,71.114,35.2,4.06,744,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2021,2,20.829,64.92,56.4,4.093,672,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2021,3,24.547,54.421,26.5,4.08,744,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2021,4,24.844,73.001,100.9,3.514,720,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2021,5,26.286,75.202,143.3,3.553,744,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2021,6,25.395,81.05,258.0,4.474,720,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2021,7,25.086,83.168,294.7,3.942,744,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2021,8,24.948,83.519,316.9,3.732,744,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2021,9,24.541,81.933,169.4,3.748,720,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2021,10,23.86,80.003,178.1,4.035,744,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
doi_pha_hom_pok,2021,11,22.197,81.217,148.8,3.315,720,open_meteo,2026-09-16T11:38:43.484103+00:00,1.0
